RefA,RefALink,RefB,RefBLink,Snippet
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.2.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.2.3.1",Likutei Moharan.257,https://www.sefaria.org.il/Likutei_Moharan.257,"על-ידי זה בעצמו נכנעין כנ""ל, כי על-ידי בחינת ציצית שהם זכרון וסימן לזכר בהבורא יתברך שמו ושגם במקומות הנ""ל מושלת מלכותו יתברך, כ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.1.1",Likutei Moharan.[PLACEHOLDER],https://www.sefaria.org.il/Likutei_Moharan.[PLACEHOLDER],"ענין ציצית על-פי המאמר ""תקעו בחדש שופר וכו'"" המתחיל בתחלת ספר לקוטי מוהר""ן תנינא עין שם כל המ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.3.1",Likutei Moharan.11,https://www.sefaria.org.il/Likutei_Moharan.11," ועקר הכבוד על-ידי שמירת הברית, כמובא במקום אחר, (סימן יא) וכן תאות אכילה פוגם בכבוד בבחינת שלחן מלכים מלך הכבוד, כמוב"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.3.1",Likutei Moharan.67,https://www.sefaria.org.il/Likutei_Moharan.67,"לחן מלכים מלך הכבוד, כמובא גם כן במקום אחר כל זה (סימן ס""ז) ועל-כן הם פוגמין בהלבושין, שהם בחינת כבוד כנ""ל, ועל-כן נאמר ב"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.4.1",Likutei Moharan.30,https://www.sefaria.org.il/Likutei_Moharan.30,"קר עליתה היא בג' רגלים, כמו שכתב רבנו במקום אחר (בסימן ל) וזה בחינת הד' ציצית, כי על-ידי השלש רגלים שהם תלת גונין דעינא ה"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.6.1",Likutei Moharan.8,https://www.sefaria.org.il/Likutei_Moharan.8,"ש רש""י, כטלית וכנזכר זה לענין אחר בדברי רבנו ז""ל (בסימן ח') ועל-כן הפוגם בציצית נאמר עליו (ירמיהו ב׳:ל״ד), ""גם בכנפיך נמצאו דם נפשות אביו"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.6.1",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,"-כן ציצית מסגל לרפואה כמו שאמר רבנו ז""ל במקום אחר (בסימן ז'), כמרומז בפרשה (בראשית מ״ח:ב׳), ""הנה בנך יוסף בא אליך"" שזה בחינ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.7.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.7.1",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29,"ים את כל באי עולם, כמובא בדברי רבנו ז""ל במקום אחר (סימן כט) בבחינת צדק לבשתי וצדק הוא דינא דמלכותא וכו', עין שם וכפי תקף"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.9.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.9.1",Likutei Moharan.33,https://www.sefaria.org.il/Likutei_Moharan.33,"מקום שימנענו וכמובא זה במקום אחר בדברי רבנו ז""ל (סימן לג) ואפלו מי שנפל לאיזה מקום לא טוב בחטאיו, ואפלו אם נפל למקום שנ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.15.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.15.2",Likutei Moharan.1,https://www.sefaria.org.il/Likutei_Moharan.1,"א-פא), כי איתא בדברי רבנו ז""ל בספר הא""ב החדש (אות ת' תשובה סימן א') שיום שהאדם עושה תשובה הוא למעלה מהזמן וכן יום הכפורים הוא ל"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.19.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.19.1",Likutei Moharan%2C_Part_II.79,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.79","ה בחינת למעלה מהזמן כמו שאמר רבנו ז""ל במקום אחר (בלקוטי תנינא סימן עט), כי יעקב היה בבחינת למעלה מהזמן, וזה בחינת שבת כנ""ל:"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.21.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.21.1",Likutei Moharan.11,https://www.sefaria.org.il/Likutei_Moharan.11," זוהמת הנחש, כמובן בדברי רבנו ז""ל במקום אחר (חלק א' סימן יא) כי ל""ט מלאכות הם בחינת זוהמת הנחש שמשם נמשכין כל החטאים, שהם"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.3.21.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.3.21.1",Likutei Moharan.11,https://www.sefaria.org.il/Likutei_Moharan.11,"בבחינת ט""ל אורות הנ""ל, כמו שכתב רבנו ז""ל במקום אחר (סימן יא) ועל-ידי ל""ט מלאכות המשכן נמתקו ונתבטלו כל הל""ט מלאכות שהם זוהמ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.4.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.4.1.1",Likutei Moharan.8,https://www.sefaria.org.il/Likutei_Moharan.8,"עטיפת הישמעאלים, הוא על-פי המאמר ""ראיתי מנורת זהב"" (בסימן ח'), מבאר שם שציצית הם בחינת הירח הנמשך על-ידי אנחה, שזהו בח"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.4.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.4.1.1",Likutei Moharan.8,https://www.sefaria.org.il/Likutei_Moharan.8,"מה שמתעטפין בציצית כעטיפת הישמעאלים, הוא על-פי המאמר ""ראיתי מנורת זהב"" (בסימן ח'), מבאר שם שציצית הם בחינת הירח הנמשך על-ידי אנח"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.1.1",Likutei Moharan%2C_Part_II.8,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.8","ענין ציצית על-פי התורה ""תקעו ג'"" בלקוטי תנינא בסימן ח', עין שם כל התורה היטב מתחלתה לסופה:"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.2.1",Likutei Moharan.8,https://www.sefaria.org.il/Likutei_Moharan.8,"חינת מכנף הארץ זמירות שמענו, כמובא בדברי רבנו ז""ל (סימן ח' ליקוטי א) 'מכנף הארץ' דיקא, שהם בחינת כנפי הציצית, משם דיקא הם כל"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.5.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.5.1",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,"', שזהו יסוד הכל וכמבאר במקום אחר בדברי רבנו ז""ל (סימן ז') שציצית מסגל לאמונה, עין שם וכן מבאר בתקונים תקון יוד ה' קשרי"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.7.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.7.1",Likutei Moharan.282,https://www.sefaria.org.il/Likutei_Moharan.282,"וא בחינת אזמרה לאלהי בעודי הנאמר בדברי רבנו ז""ל (בסימן רפ""ב), עין שם כל הענין, שצריך האדם למצא בעצמו איזה זכות ונקדה טובה"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.11.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.11.1",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,"ותינו זכרונם לברכה (תיקונים יח) וכמובא בדברי רבנו ז""ל (סימן ז'), כי נח שתה מן היין וישכר ויתגל בתוך אהלה (שם) ואיתא בזהר הקדוש שפ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.14.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.14.1",Likutei Moharan.54,https://www.sefaria.org.il/Likutei_Moharan.54,"הוא כח הבהמיות, כמובא בדברי רבנו ז""ל במקום אחר (סימן נ""ד) ועל-כן מביאין בהמה לקרבן כדי לברר המדמה, כי מבחינת המדמה מש"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.24.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.24.1",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,"פרשת ציצית וכמבאר בהתורה, ""ואלה המשפטים אמונה"" (בסימן ז'), עין שם וזהו, ""הנה היא לך כסות עינים"", זה ציצית כנ""ל, על-ידי זה ואת "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.24.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.24.1",Likutei Moharan.62,https://www.sefaria.org.il/Likutei_Moharan.62,","" אשה יראת ה היא תתהלל"". וכמבאר בהתורה ""יסב אלקים"" (בסימן ס""ב) מקרא זה על ענין שרה שנלקחה לבית פרעה, שעל-ידי זה הוציאה משם כ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.24.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.24.1",Likutei Moharan.56,https://www.sefaria.org.il/Likutei_Moharan.56,"קדושים הכלולים בכסף וזהב, (כמבאר בדברי רבנו ז""ל במקום אחר סימן נ""ו) ולהחזירם אל הקדשה לאברהם, ""הנה הוא לך כסות עינים"", זה ציצית, כי ע"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.25.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.25.1",Likutei Moharan%2C_Part_II.19,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.19","ק שהוא עקר הכפירות והאפיקורסות, כמבאר במקום אחר (ליקוטי תנינא סימן יט), ולגלות אמונת חדוש העולם, כמבאר בדברי רבנו ז""ל (שם) על פסוק, ""וי"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.29.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.29.1",Likutei Moharan.32,https://www.sefaria.org.il/Likutei_Moharan.32,"שם הנגון הנ""ל. וכמו שאמרו רבותינו זכרונם לברכה (ילקוט שמעוני סימן לב), היא קלקלה חלתו של עולם לפיכך תפריש חלה, נמצא, שחלה הוא תקון "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.5.29.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.5.29.1",Likutei Moharan.177,https://www.sefaria.org.il/Likutei_Moharan.177,"יצית כי כל זה כלול במצות ציצית נ""ל וזה שכתב אדומו""ר ז""ל (בסימן קע""ז לקוטי מוהר""ן א') שויאמר ה' סלחתי כדבריך ראשי תבות כוסי, כי הצדיקי"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.6.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.6.3.1",Likutei Moharan.8,https://www.sefaria.org.il/Likutei_Moharan.8,"תוספו על קבוץ ישראל להתפלל עמם יחד, כמו שכתוב שם בזכריה סימן ח', ""וא'שר יבאו עמים וכו' והלכו יושבי אחת אל אחת לאמר נלכה הלוך לח"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Fringes.6.12.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Fringes.6.12.1",Likutei Moharan.690,https://www.sefaria.org.il/Likutei_Moharan.690," וזה שכתוב בשלחן ערוך סימן תר""צ שמצוה לחזר אחר רב עם בקריאת המגלה ואפלו אם יש לו מאה אנשים ו"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.1.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.1.1.2",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29,"על-פי התורה האי מאן דאזיל למינסב איתתא"" (בסימן כ""ט), עין שם כל התורה ועל פי התורה ""תפלה לחבקוק"" (בסימן י""ט), עין שם.:"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.1.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.1.1.2",Likutei Moharan.19,https://www.sefaria.org.il/Likutei_Moharan.19," כ""ט), עין שם כל התורה ועל פי התורה ""תפלה לחבקוק"" (בסימן י""ט), עין שם.:"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.1.1.5,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.1.1.5",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29,"וסות של יין בבחינת (יומא עו) זכה נעשה ראש, כמבאר שם (סימן כט), עין שם. והם ארבע כוסות כנגד ארבעה בגדי לבן שכהן גדול לובש "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.1.1.7,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.1.1.7",Likutei Moharan.19,https://www.sefaria.org.il/Likutei_Moharan.19,"הברית הוא על-ידי שלמות לשון הקדש, כמו שאמר רבנו (סימן י""ט), וכן על-ידי התפלין נתתקן הדבור של לשון הקדש כמו שאמר רבנו"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.2.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.2.1.1",Likutei Moharan.34,https://www.sefaria.org.il/Likutei_Moharan.34,"י המאמר ""ואתם תהיו לי ממלכת כהנים וגוי קדוש וכו'"", עין שם בסימן ל""ד היטב כל המאמר. והכלל, שעל-ידי הנקדה הקדושה, שהיא אור האהבה ה"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.2.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.2.1.1",Likutei Moharan.[PLACEHOLDER],https://www.sefaria.org.il/Likutei_Moharan.[PLACEHOLDER]," מצות תפלין על-פי המאמר ""ואתם תהיו לי ממלכת כהנים וגוי קדוש וכו'"", עין שם בסימן ל""ד היטב כל המאמר. והכלל, שעל-ידי הנ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.2.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.2.3.1",Likutei Moharan.192,https://www.sefaria.org.il/Likutei_Moharan.192," בחינת לבנונית אצל מדרגה הב' שלמטה הימנה, עין שם (בסימן קצ""ב) וזהו בחינת כתיבת התפלין שעל-ידי אור הנקדה, שהם אותיות הכתב,"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.2.10.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.2.10.1",Likutei Moharan.282,https://www.sefaria.org.il/Likutei_Moharan.282,"נקדות מקבלין ממנו וכמובא בדברי רבנו ז""ל (חלק א' סימן רפ""ב) שהשליח צבור כלול מכל הנקדות טובות שיש בכל הצבור, ועל-כן מ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.2.11.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.2.11.1",Likutei Moharan.5,https://www.sefaria.org.il/Likutei_Moharan.5," כלם כנ""ל וכן מובן בדברי רבנו במאמר ""בחצצרות"" (סימן ה') על פסוק, ""אזן שומעת תוכחת חיים"" שעקר תקון ענין זה הוא על-ידי צ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.3.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.3.1.1",Likutei Moharan.15,https://www.sefaria.org.il/Likutei_Moharan.15,"ם תהיו לי ממלכת כהנים וכו', המדבר מהעלאת היראה (סימן ט""ו), המתחיל, מי שרוצה לטעם טעם אור הגנוז הוא צריך להעלות היראה לשר"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.4.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.4.1.1",Likutei Moharan.5,https://www.sefaria.org.il/Likutei_Moharan.5,"המאמר ""בחצצרות וקול שופר"" בספר לקוטי מוהר""ן הראשון (בסימן ה'), עין שם כל המאמר כלו, כי חיב כל אדם לומר בשבילי נברא העולם"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.4.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.4.1.1",Likutei Moharan.[PLACEHOLDER],https://www.sefaria.org.il/Likutei_Moharan.[PLACEHOLDER]," על-פי המאמר ""בחצצרות וקול שופר"" בספר לקוטי מוהר""ן הראשון (בסימן ה'), עין שם כל המאמ"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.4.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.4.3.1",Likutei Moharan%2C_Part_II.1,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.1","א חכמה, ויראה הוא דבר המסור ללב, כמובא במקום אחר (לקוטי תנינא סימן א'), ובינה לבא ומשם יוצא הקול שכלול מחסדים וגבורות, כי צריך לשתף הג"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.4.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.4.4.1",Likutei Moharan.56,https://www.sefaria.org.il/Likutei_Moharan.56,"ה הדעת, כי הוא דרכי ה' כמו שאמר רבנו ז""ל במקום אחר (בסימן נ""ו) וזה בחינת רעמים וכו', עין שם והצדיקים הגדולים האמתיים צריכים "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Phylacteries.5.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Phylacteries.5.3.1",Likutei Moharan.54,https://www.sefaria.org.il/Likutei_Moharan.54,"כרון תלוי בעינים, וכן מבאר בהתורה ""ויהי מקץ זכרון"" (סימן נ""ד), שהעקר הזכרון תלוי בעינים, עין שם ומביא שם זה הפסוק, ""ולזכרו"
